name,number_female,number_male,prob_female,prob_male,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
Kameshia,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0
Kami,5232,0,0.9976261127596441,0,0,17,10,116,592,93,0,0,0,116,104,0,104,121,231,211,80,25,196,11,12,0,265,124,146,5,27,17,11,67,0,5,13,0,117,295,113,112,188,0,5,13,38,648,615,15,0,251,98,5,0
Kamia,298,0,1,0,0,5,0,0,31,0,0,0,0,78,76,0,0,0,35,0,0,0,0,0,0,0,6,0,6,5,0,17,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0
Kamiah,372,0,1,0,0,7,5,0,43,0,0,0,0,60,50,0,0,0,25,11,0,0,0,0,0,0,11,0,5,0,0,29,0,0,0,0,0,0,30,41,0,0,11,0,11,0,5,28,0,0,0,0,0,0,0
Kamie,103,0,1,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,45,0,0,0,0,0,0
Kamika,20,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
Kamil,5,902,0,0.7948468643655809,0,0,0,0,22,0,5,0,0,24,0,0,0,0,423,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,127,0,0,274,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0
Kamila,7150,0,1,0,0,0,11,348,1973,94,17,0,0,658,132,0,0,0,575,34,45,10,5,116,67,0,12,6,12,0,0,75,0,13,0,254,68,98,523,25,27,73,64,0,10,0,20,1453,68,104,0,130,30,0,0
Kamilah,2348,0,1,0,0,13,0,75,767,0,0,5,0,210,72,0,0,0,138,5,0,0,6,18,11,0,59,0,5,7,0,32,0,0,0,62,10,0,326,45,0,0,37,0,0,0,12,394,0,6,0,33,0,0,0
Kamile,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kamilla,521,0,1,0,0,0,0,10,193,0,0,0,0,42,11,0,0,0,28,0,0,0,0,11,5,0,6,0,0,0,0,5,0,0,0,0,0,0,52,6,0,0,10,0,0,0,11,109,0,5,0,17,0,0,0
Kamillah,6,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kamille,2241,0,1,0,0,51,12,29,435,0,0,0,0,115,205,0,0,0,117,42,0,0,80,0,60,0,62,0,59,21,0,101,0,0,0,15,0,0,144,78,10,0,32,0,56,0,32,329,91,65,0,0,0,0,0
Kamilo,0,6,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kamily,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kamira,89,0,1,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,22,0,5,0,0,5,0,9,0,0,0,0,0,0,8,0,0,0,5,0,0,0,0,0,0,7,0,0,0,0,0
Kamisha,259,0,1,0,0,5,0,0,55,0,0,0,0,10,12,0,0,0,23,0,0,0,0,0,0,0,5,0,0,10,0,5,0,0,0,15,0,0,17,5,0,0,0,0,0,0,24,67,0,6,0,0,0,0,0
Kamiya,1278,0,1,0,0,68,5,0,50,0,0,6,0,125,177,0,0,0,120,5,0,6,0,0,84,0,58,0,23,68,0,127,0,0,0,12,0,0,68,60,10,0,34,0,60,0,45,30,0,37,0,0,0,0,0
Kamiyah,1690,0,1,0,0,60,0,0,80,0,0,0,0,181,214,0,0,0,159,31,0,10,6,0,73,0,64,0,28,46,0,132,0,0,0,37,0,0,95,59,0,0,99,0,68,0,69,86,0,83,0,0,10,0,0
Kammie,5,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kammy,12,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
Kamora,1677,0,1,0,0,56,0,0,141,0,0,0,0,187,181,0,0,0,112,40,0,0,11,0,68,0,85,0,28,44,0,87,0,0,0,57,0,0,127,51,5,0,64,0,69,0,50,134,0,59,0,0,21,0,0
Kamori,33,0,0.6692307692307692,0,0,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
Kamoria,5,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kamran,0,691,0,0.9944690265486724,0,0,0,0,351,0,0,0,0,15,22,0,0,0,48,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,13,0,0,98,5,0,0,10,0,0,0,5,74,0,29,0,11,0,0,0
Kamree,77,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,66,0,0,0,0,0,0
Kamren,21,2192,0,0.8817941952506596,0,29,5,16,233,0,11,0,0,148,122,0,0,0,134,61,5,40,91,5,124,0,78.5,5,56,5,0,72,0,0,0,11,0,7,147,149,10,0,105,0,50,0,33,117.5,5,102,0,21,19,0,0
Kamri,182,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,5,0,0,0,11,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,117,23,0,0,0,0,0,0
Kamrie,29,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0
Kamrin,25,192,0,0.702247191011236,0,0,0,0,24.5,0,0,0,0,21,5,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,68,13,0,0,7,0,0,0,0,18.5,0,0,0,0,5,0,0
Kamron,10,4366,0,0.9532182610098404,0,165,66,30,210.5,10,0,0,0,285,302,0,6,5,203,99,5,95,210,16,62,0,152,10,112,158,0,189,0,0,0,15,0,0,136,248,42,5,124,0,120,0,179,329,21,134,0,34,48,11,0
Kamry,93,0,0.9790849673202614,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,23,0,0,0,0,0,0
Kamryn,17397,2060,0.8560485007989472,0,15,217.5,127.5,154,707,212,115,16,12,444.5,425,73,126,105,369,255.5,261,181.5,456.5,83.5,241.5,39,336,198,268.5,166,22,382.5,25,126,5,140.5,52,64.5,298.5,482.5,208,179,366,0,191.5,61,206,1206.5,369,298,0,185.5,122.5,143,5
Kamrynn,63,0,0.9684385382059799,0,0,0,0,0,11,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,31,0,0,0,0,0,0,0
Kamsiyochukwu,0,15,0,0.7168141592920354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
Kamuela,0,203,0,1,0,0,0,0,0,0,0,0,0,0,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kamya,2148,0,1,0,0,84,27,5,136,0,0,0,0,187,203,0,0,0,192,52,0,5,7,0,111,0,130,0,45,71,0,186,0,0,0,35,0,0,101,138,7,0,49,0,69,0,77,135,0,81,0,0,15,0,0
Kamyah,125,0,1,0,0,0,0,0,5,0,0,0,0,22,22,0,0,0,20,11,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,19,0,0,5,0,0,0,0,5,0,5,0,0,0,0,0
Kamyia,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kamyla,172,0,1,0,0,0,0,5,90,0,0,0,0,12,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0
Kamyra,73,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,17,0,0,0,0,0,0,0,24,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
Kana,80,0,0.975,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kanaan,0,32,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,16,0,0,0,0,0,0,0
Kanai,0,46,0,0.7047244094488189,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kanaloa,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kanan,0,54,0,0.9627118644067796,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
Kanani,310,0,0.9933687002652521,0,0,0,0,0,79,0,0,0,0,0,0,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kanard,0,5,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kanav,0,5,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kanaya,5,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kandace,3098,0,1,0,0,86,51,5,535,6,0,0,0,151,160,0,18,0,149,82,0,62,174,0,13,0,156,5,51,54,0,129,0,0,0,10,0,0,27,130,61,5,53,0,37,0,123,624,30,83,0,18,10,0,0
Kandee,12,0,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kandi,2964,0,1,0,0,56,39,5,454,27,0,0,0,130,92,0,73,7,145,223,81,46,64,0,11,0,179,17,52,6,0,40,0,10,0,0,0,0,79,224,111,48,130,0,6,0,41,390,6,27,0,82,48,15,0
Kandice,3892,0,1,0,0,80,44,57,681,18,0,0,0,159,225,0,5,18,206,88,17,61,149,0,55,0,172,15,73,63,0,111,0,10,0,23,5,0,126,182,129,10,40,0,62,0,112,710,74,51,0,50,5,6,0
Kandie,40,0,1,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
Kandis,657,0,1,0,0,6,0,0,193,0,0,0,0,36,26,0,6,0,33,7,5,5,18,0,0,0,17,5,20,0,0,11,0,0,0,0,0,0,11,31,11,0,0,0,0,0,33,166,11,6,0,0,0,0,0
Kandise,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
Kandra,95,0,1,0,0,0,0,0,28,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,45,0,0,0,0,0,0,0
Kandy,2793,0,0.9990526714664646,0,0,38,5,0,532,0,0,0,0,57,56,0,62,5,175,154,24,36,41,0,6,0,210,5,48,6,0,49,0,0,0,0,0,0,103,315,53,10,205,0,5,6,99,401,0,5,0,43,5,34,0
Kandyce,228,0,1,0,0,0,0,0,110,0,0,0,0,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0
Kane,0,8261,0,0.9977428759522242,5,86,92,196,1005,173,0,0,5,391,224,6,240,5,461,353,115,94,306,95,101,5,335,161,291,14,35,162,29,82,5,109,24,65,291,501,141,96,410,0,64,34,167,752,7,97,0,221,200,10,0
Kaneesha,183,0,1,0,0,15,0,0,0,0,0,0,0,10,32,0,0,0,14,0,0,0,15,0,6,0,0,0,0,14,0,19,0,0,0,7,0,0,5,0,0,0,6,0,11,0,5,18,0,6,0,0,0,0,0
Kaneisha,280,0,1,0,0,6,0,0,6,0,0,0,0,42,40,0,0,0,15,0,0,0,16,0,7,0,12,0,10,5,0,25,0,0,0,5,0,0,0,5,0,0,6,0,25,0,11,39,0,5,0,0,0,0,0
Kanesha,730,0,1,0,0,52,27,0,46,0,0,0,0,67,72,0,0,0,83,5,0,0,16,0,7,0,13,0,5,54,0,64,0,0,0,0,0,0,0,8,0,0,7,0,25,0,60,97,0,17,0,0,5,0,0
Kaneshia,89,0,1,0,0,8,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,6,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,0,0,0,0,0,0,0
Kang,17,0,0.7105263157894737,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kani,0,41,0,0.7435114503816794,0,0,0,0,0,0,0,0,0,11,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kania,25,0,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaniah,25,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaniela,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kanijah,15,0,1,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kanika,311,0,1,0,0,6,0,0,76,0,0,6,0,15,10,0,0,0,21,0,0,0,11,0,0,0,22,0,0,5,0,6,0,0,0,5,0,0,91,11,0,0,0,0,0,0,7,12,0,7,0,0,0,0,0
Kanin,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0
Kanisha,1329,0,1,0,0,30,8,0,177,5,0,0,0,116,77,0,0,0,132,0,0,0,56,0,15,0,106,0,17,42,0,84,0,0,0,15,0,0,56,41,6,0,60,0,43,0,60,132,0,51,0,0,0,0,0
Kanishk,0,11,0,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaniya,1466,0,1,0,0,64,17,0,38,0,0,11,0,143,229,0,0,0,125,16,0,0,13,0,88,0,82,0,10,82,0,124,0,0,0,0,0,0,33,50,0,0,30,0,58,0,76,76,0,90,0,0,11,0,0
Kaniyah,1069,0,1,0,0,29,5,0,18,0,0,0,0,123,162,0,0,0,121,0,0,10,5,0,41,0,46,5,5,32,0,105,0,0,0,48,0,0,29,42,0,0,71,0,41,0,23,65,0,43,0,0,0,0,0
Kanji,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kanna,6,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kannon,0,1311,0,0.9780412823891084,0,19,37,22,138,10,0,0,0,29,63,0,5,10,43,14,19,23,41,0,0,0,7,0,96,12,5,36,0,0,0,0,0,5,5,53,79,0,10,0,0,0,76,328,56,6,0,58,0,6,0
Kanoa,0,358,0,1,0,0,0,0,122,0,0,0,0,0,0,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kanoe,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kanoelani,38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kanon,7,198,0,0.8535353535353535,0,5,0,5,16.5,0,0,0,0,0,6,0,0,0,21,0,7,0,11,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,18,0,0,0,0,0,7,77,5,0,0,5,0,0,0
Kansas,43,0,0.950467289719626,0,0,0,0,0,5,0,0,0,0,0,11,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
Kanwal,5,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kanya,25,0,0.9558303886925796,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kanye,0,821,0,0.9816933638443937,0,12,6,0,48,5,15,0,7,57,59,0,6,0,79,20,0,0,46,5,25,0,31,0,19,16,0,49,0,0,0,39,0,0,60,29,5,0,49,0,46,0,11,38,0,29,0,0,10,0,0
Kanyon,0,233,0,0.9219653179190752,0,0,6,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,10,12,0,0,0,0,0,0,63,127,0,0,0,0,0,0
Kao,108,256,0,0.6352765321375187,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,12,26,0,0
Kaola,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaori,166,0,0.9418758256274768,0,0,0,0,0,100,0,0,0,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,15,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0
Kaoru,28,119,0,0.6693227091633466,0,0,0,0,17.5,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kapena,0,31,0,1,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kapono,0,57,0,1,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kapri,58,0,0.9852071005917159,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,27,0,0,0,0,0,0
Kaprice,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kar,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kara,95658,16,0.9971139380417764,0,201,1079,981,1208,6753,1488,1450,170,180,3402,1734,327,1859,626,5075,3463,1302,931,1072,3501,1967,438,4356,2095,2780,524,384,2068,368,987,471,2366,438,380,5804,5872,1611,1276,5339,411,781,470,1853,5936,1161,2422,191,1893,1906,1009,214
Karah,1229,0,1,0,0,16,0,0,231,6,0,0,0,91,47,0,0,0,46,41,5,11,8,0,0,0,76,0,22,0,0,29,0,0,0,0,0,0,31,153,5,0,41,0,0,0,41,277,0,35,0,12,5,0,0
Karalee,83,0,1,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,68,0,0,0,0,0,0
Karaline,27,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
Karalyn,137,0,1,0,0,0,0,0,35,0,5,0,0,0,0,0,0,0,10,0,0,0,0,5,0,0,12,0,0,0,0,0,0,0,0,0,0,0,42,12,0,0,6,0,0,0,0,10,0,0,0,0,0,0,0
Karalynn,26,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0
Karam,0,145,0,1,0,0,0,0,42,0,0,0,0,5,0,0,0,0,21,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,6,0,0,17,11,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0
Karan,1477,673,0.7168086432578433,0,0,54,13,0,245,0,0,0,0,22,65,0,10,5,69,43,10,12,18,6,0,0,124,0,54,0,0,10,0,0,0,71,0,0,159.5,79,38,0,55.5,0,0,0,29,171,0,5,0,6,0,5,0
Karandeep,0,12,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karanveer,0,25,0,1,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karanvir,0,12,0,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karapet,0,23,0,1,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karas,0,229,0,1,0,0,0,0,33,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,35,0,0,0,5,0,0,0,74,5,0,5,0,0,0,0,0
Karcyn,6,0,0.9101123595505618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
Karder,0,10,0,0.9653465346534652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karee,23,0,0.9020807833537332,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kareem,23,12650,0,0.9863155712212316,0,84,5,16,1082,5,109,138,10,881,539,0,0,0,603,19,0,11,153,184,333,0,642,11,56,11,0,384,0,0,0,568,0,5,1669,354,0,0,1346,0,278,0,58,451,0,399,0,19,13,0,0
Kareema,299,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,115,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0
