name,number_female,number_male,prob_female,prob_male,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
Aaban,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aadan,0,23,0,1,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Aadarsh,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaden,0,3675,0,0.998814604077762,0,83,39,84,546,65,33,0,5,227,141,6,45,0,177,54,29,72,66,40,54,5,114,58,80,59,5,102,5,16,0,57,17,29,221,153,36,14,125,6,57,6,73,436,14,78,0,59,65,19,0
Aadhav,0,20,0,1,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aadhya,691,0,1,0,0,0,0,11,159,0,18,0,0,13,24,0,0,0,45,0,0,0,0,25,8,0,20,8,0,0,0,26,0,0,0,90,0,0,8,33,0,0,28,0,0,0,5,95,0,47,0,23,5,0,0
Aadi,0,334,0,0.977961432506887,0,0,0,0,116,0,0,0,0,0,6,0,0,0,43,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,88,0,0,24,0,0,0,6,0,0,0,0,46,0,0,0,0,0,0,0
Aadil,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Aadin,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Aadit,0,24,0,1,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaditya,0,102,0,1,0,0,0,0,61,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
Aadvik,0,7,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aadya,421,0,1,0,0,0,0,5,104,0,6,0,5,7,6,0,0,0,22,0,0,0,0,13,6,0,12,0,0,0,0,24,0,0,0,59,0,0,16,19,0,0,18,0,0,0,0,52,0,20,0,27,0,0,0
Aadyn,0,69,0,0.9629629629629628,0,0,0,0,14,0,0,0,0,12,7,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0
Aahan,0,21,0,1,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aahana,134,0,1,0,0,0,0,0,75,0,0,0,0,0,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0
Aahil,0,167,0,1,0,0,0,0,29,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,61,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0
Aahna,7,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaiden,0,217,0,1,0,0,0,0,68,0,0,0,0,13,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,21,6,0,0,10,0,0,0,0,82,0,0,0,0,0,0,0
Aaima,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaira,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aairah,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Aakash,0,289,0,1,0,0,0,0,146,0,0,0,0,0,5,0,0,0,16,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,64,0,0,16,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0
Aalaya,5,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aalayah,122,0,1,0,0,0,0,0,35,0,0,0,0,10,5,0,0,0,10,0,0,0,6,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,29,0,5,0,0,0,0,0
Aaleah,10,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaleyah,356,0,1,0,0,0,0,0,106,0,0,0,0,47,22,0,0,0,18,0,0,0,0,0,0,0,7,0,0,0,0,6,0,0,0,0,0,0,17,6,0,0,10,0,0,0,0,106,0,6,0,5,0,0,0
Aalia,51,0,1,0,0,0,0,0,25,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Aaliah,260,0,1,0,0,0,0,0,148,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0
Aalijah,0,15,0,0.5910652920962199,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
Aaliya,354,0,1,0,0,0,0,6,109,0,0,0,0,31,16,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,5,0,0,0,0,0,0,0,101,0,5,0,5,0,0,0
Aaliyah,74128,6,0.9988101445206486,0,155,1429,699,1748,8850,1073,720,314,242,5052,3140,252,468,253,3451,1493,640,433.5,1655,1113,1386,150,2038,809,1143,1300,115,2702,123,340,111,1667,890,651,4429,2609,821,604,2511,254,1435,138,1664,7660,448,1927,58,1154,1000,341,42
Aaliyha,27,0,1,0,0,0,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
Aalliyah,5,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aalyah,181,0,1,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,56,0,0,0,0,0,0,0
Aalyiah,97,0,1,0,0,0,0,0,34,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0
Aamina,15,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Aaminah,12,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aamir,0,739,0,0.9961977186311788,0,0,0,0,151,0,0,0,0,48,51,0,0,0,43,5,0,0,0,11,21,0,21,0,0,0,0,34,0,0,0,59,0,0,122,30,0,0,84,0,6,0,0,25,0,28,0,0,0,0,0
Aamira,16,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aamiyah,22,0,1,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
Aamori,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Aanchal,6,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aanika,27,0,1,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaniya,5,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaniyah,470,0,1,0,0,7,0,0,93,0,0,0,0,39,59,0,0,0,39,5,0,0,0,0,5,0,18,0,6,5,0,11,0,0,0,0,0,0,34,17,0,0,11,0,0,0,0,109,0,12,0,0,0,0,0
Aanvi,20,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Aanya,1696,0,1,0,0,0,0,11,406,5,25,0,0,52,68,0,0,0,133,0,0,0,0,69,45,0,43,10,5,0,0,39,0,0,0,246,0,0,105,48,0,5,57,0,0,0,12,173,0,83,0,51,5,0,0
Aaradhya,159,0,1,0,0,0,0,0,46,0,0,0,0,0,5,0,0,0,23,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,33,0,13,0,0,0,0,0
Aaralyn,487,0,1,0,0,5,0,10,133,12,0,0,0,51,19,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,12,0,0,0,0,0,0,19,12,0,0,21,0,0,0,18,164,0,5,0,0,0,0,0
Aaralynn,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0
Aarav,0,3405,0,1,0,0,0,56,730,21,72,0,11,117,145,0,0,0,261,17,0,10,0,134,84,0,93,42,21,0,0,81,0,0,0,491,0,0,196,89,0,6,127,0,17,0,12,298,0,146,0,95,33,0,0
Aaren,5,83,0,0.7238001958863859,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,8.5,0,0,0,0,0,0,0
Aaria,11,0,1,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aarian,0,12,0,0.6496350364963503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
Aariana,12,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
Aaric,0,17,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
Aarika,87,0,1,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0
Aarin,10,41,0,0.6130718954248366,0,0,0,0,20.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0
Aarini,6,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aarion,0,23,0,0.7610921501706485,0,0,0,0,6,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aarish,0,16,0,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Aariv,0,18,0,1,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aariyah,72,0,1,0,0,0,0,0,26,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0
Aariz,0,209,0,1,0,0,0,0,41,0,0,0,0,0,5,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,88,0,11,0,0,0,0,0
Aarna,618,0,1,0,0,6,0,5,174,0,14,0,0,8,30,0,0,0,43,0,0,0,0,12,0,0,7,0,0,0,0,31,0,0,0,117,0,0,5,5,0,0,34,0,0,0,0,77,0,39,0,11,0,0,0
Aarnav,0,106,0,1,0,0,0,0,55,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,19,0,0,0,11,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0
Aarohi,148,0,1,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,5,0,0,0,0,0,0,0,0,24,0,6,0,5,0,0,0
Aaron,1793,556299,0,0.9924861393515004,1692,3493,5912,5022.5,36073.5,4600.5,4260,2863,1360,9536.5,11577,3013,3977.5,1470,12336.5,8264,3748,4648.5,4790,7875,4384,2578,12192.5,6191,6893.5,4871,1922,7033,2045,4680,2023,9337,4382,3178,15340,14502.5,4008,3957.5,11171,1378,5659,2036,4900,23906.5,3001,6049.5,1023,6596.5,6303,4533,1115
Aaronjames,0,16,0,1,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaronjoshua,0,5,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaronmichael,0,6,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aarron,0,145,0,1,0,0,0,0,29,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,5,0,10,0,0,0,0,77,0,0,0,0,0,0,0
Aarti,22,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aarush,0,1281,0,1,0,0,0,0,298,0,12,0,0,30,32,0,0,0,115,0,0,0,0,64,41,0,31,7,0,0,0,41,0,0,0,198,0,0,72,37,0,0,43,0,0,0,0,135,0,69,0,51,5,0,0
Aarushi,200,0,1,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,11,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0
Aarvi,16,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
Aarya,701,43,0.7997169143665959,0,0,0,0,0,97.5,0,0,0,0,21,44,0,0,0,54,0,0,0,0,30,12,0,5,0,5,0,0,7,0,0,0,63.5,0,0,31.5,23,0,0,32,0,0,0,0,44.5,0,26,0,6,5,0,0
Aaryan,0,643,0,0.994540491355778,0,0,0,0,197,0,0,0,0,11,18,0,0,0,53,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,129,0,0,46,5,0,0,13,0,0,0,0,107,0,41,0,17,0,0,0
Aaryav,0,11,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaryn,106,31,0.6101694915254238,0,0,0,0,0,26.5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,10,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,26.5,0,0,0,0,0,0,0
Aasha,5,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aashi,162,0,1,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,5,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0
Aashna,173,0,1,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0
Aashritha,5,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aashvi,55,0,1,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,6,0,0,0
Aasia,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aasim,0,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
Aasiyah,114,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,7,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0
Aastha,61,0,1,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aavya,5,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aayan,0,687,0,1,0,0,0,0,133,0,0,0,0,15,11,0,0,0,66,0,0,0,0,10,8,0,6,0,0,0,0,0,0,0,0,80,0,0,186,0,0,0,29,0,0,0,0,114,0,29,0,0,0,0,0
Aayansh,0,19,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Aayat,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aayden,0,643,0,0.9958053691275168,0,19,0,9,122,5,0,0,0,65,27,0,0,0,32,11,0,0,13,0,11,0,9,0,0,0,0,22,0,0,0,24,0,0,47,22,5,0,5,0,5,0,15,141,0,29,0,5,0,0,0
Aayla,16,0,1,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aayush,0,524,0,1,0,0,0,0,175,0,0,0,0,5,11,0,0,0,52,0,0,0,0,17,0,0,0,0,0,0,0,5,0,0,0,123,0,0,25,10,0,0,5,0,0,0,0,78,0,18,0,0,0,0,0
Aayushi,6,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ab,0,95,0,1,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0
Abagail,3899,0,1,0,0,43,64,33,243,69,0,0,0,183,112,0,44,0,198,196,38,142,62,23,41,0,233,43,144,18,0,155,0,0,5,15,0,5,199,335,73,11,289,0,46,0,161,291,39,81,0,55,112,98,0
Abagayle,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Abaigeal,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abanoub,0,16,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abayomi,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abba,0,19,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abbagail,65,0,1,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,26,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Abbas,0,417,0,1,0,0,0,5,68,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,187,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,5,0,0,0,0,43,0,18,0,0,0,0,0
Abbe,370,0,1,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,266,6,0,0,46,0,0,0,0,5,0,0,0,0,0,0,0
Abbey,14512,0,0.9979335183326444,0,0,304,121,182,849,256,100,0,0,543,491,0,363,35,900,473,209,184,257,294,125,15,751,504,499,134,27,493,32,160,31,157,10,10,728,1219,218,53,856,0,100,20,409,1046,325,284,0,167,539,39,0
Abbi,296,0,1,0,0,5,11,0,0,0,0,0,0,0,8,0,11,0,29,25,0,0,18,0,0,0,0,5,32,0,0,0,0,0,0,0,0,0,0,44,0,0,21,0,0,0,5,70,12,0,0,0,0,0,0
Abbie,13100,5,0.984821595367084,0,0,686,239,149,787,122,12,0,0,427,701,12,384,61,551,350,150,200,243,167,31,88,477,390,422,306,0,427,17,234,16,54,0,23,585,689,295,55,561,0,180,61,451,1233,380,163,0,138,317,28,0
Abbiegail,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Abbigail,9635,0,0.9995481655521417,0,0,233,206,184,563,134,7,0,0,424,419,0,210,66,408,417,122,307,191,40,42,38,455,273,403,123,18,290,12,90,0,34,5,10,270,674,239,151,310,5,193,19,370,677,186,180,0,223,281,133,0
Abbigale,704,0,1,0,0,0,0,0,97,0,0,0,0,58,36,0,5,0,40,30,6,21,0,0,0,0,59,10,61,5,0,10,0,0,0,5,0,0,6,84,10,5,5,0,6,0,28,91,5,5,0,10,6,0,0
Abbigayle,212,0,1,0,0,5,0,0,12,0,0,0,0,10,5,0,5,0,11,17,0,10,0,0,0,0,18,5,5,0,0,0,0,0,0,0,0,0,0,43,11,0,0,0,0,0,5,38,0,0,0,12,0,0,0
Abbott,0,79,0,0.9733924611973392,0,0,0,0,10,0,0,0,0,0,5,0,0,0,0,0,0,0,0,17,0,0,5,0,0,0,0,0,0,0,0,0,0,0,12,5,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0
Abby,53211,14,0.9967859933233896,0,26,1329,824,581,2999,741,437,10,25,1562,1723,5,1656,367,2597,1757,1003,510,1294,720,522,302,1745,2227,1675,680,170,1602,373,743,180,787,113,145,1320.5,3096,916,467,2523,105,659,464,1661,3850,962,833,31,780,1822,376,99
